Entity ID,API/UWI,API/UWI List,Production Date,Liquid (bbl),Gas (mcf),Water (bbl),Well Count,Days
130029764,42461404170000,,2017-05-01,490,424,884,1,
130029764,42461404170000,,2017-06-01,4749,5619,8568,1,
130029764,42461404170000,,2017-07-01,18608,25625,33574,1,
130029764,42461404170000,,2017-08-01,18787,16374,33897,1,
130029764,42461404170000,,2017-09-01,22337,37051,40302,1,
130029764,42461404170000,,2017-10-01,15515,37026,27993,1,
130029764,42461404170000,,2017-11-01,11874,37277,21424,1,
129978216,42461404590000,424614045900,2017-05-01,20346,16404,18201,1,
129978216,42461404590000,424614045900,2017-06-01,23626,20064,21135,1,
129978216,42461404590000,424614045900,2017-07-01,20115,18927,17994,1,
129978216,42461404590000,424614045900,2017-08-01,17598,19239,15742,1,
129978216,42461404590000,424614045900,2017-09-01,15405,19782,13781,1,
129978216,42461404590000,424614045900,2017-10-01,13707,17985,12262,1,
129978216,42461404590000,424614045900,2017-11-01,11878,13822,10625,1,
129978216,42461404590000,424614045900,2017-12-01,10004,13965,8949,1,
129978214,42461404330000,424614043300,2017-08-01,14405,13174,0,1,
129978214,42461404330000,424614043300,2017-09-01,4908,14687,0,1,
129978214,42461404330000,424614043300,2017-10-01,14312,26909,0,1,
129978214,42461404330000,424614043300,2017-11-01,10374,28407,0,1,
129978114,42461403720000,424614037200,2017-03-01,3115,1096,0,1,
129978114,42461403720000,424614037200,2017-04-01,26134,23577,0,1,
129978114,42461403720000,424614037200,2017-05-01,20950,17456,0,1,
129978114,42461403720000,424614037200,2017-06-01,17089,14395,0,1,
129978114,42461403720000,424614037200,2017-07-01,15721,16841,0,1,
129978114,42461403720000,424614037200,2017-08-01,14484,18972,0,1,
129978114,42461403720000,424614037200,2017-09-01,12890,16450,0,1,
129978114,42461403720000,424614037200,2017-10-01,10520,14590,0,1,
129978114,42461403720000,424614037200,2017-11-01,9181,21916,0,1,
129978114,42461403720000,424614037200,2017-12-01,10319,22469,0,1,
129978103,42461403730000,424614037300,2017-03-01,5458,3088,0,1,
129978103,42461403730000,424614037300,2017-04-01,10847,11333,0,1,
129978103,42461403730000,424614037300,2017-05-01,11679,12906,0,1,
129978103,42461403730000,424614037300,2017-06-01,10013,10064,0,1,
129978103,42461403730000,424614037300,2017-07-01,9198,9531,0,1,
129978103,42461403730000,424614037300,2017-08-01,8660,7392,0,1,
129978103,42461403730000,424614037300,2017-09-01,8202,6411,0,1,
129978103,42461403730000,424614037300,2017-10-01,7393,5408,0,1,
129978103,42461403730000,424614037300,2017-11-01,7855,9547,0,1,
129978103,42461403730000,424614037300,2017-12-01,6725,6096,0,1,
129969188,42461404090000,,2017-04-01,17572,18618,18306,1,
129969188,42461404090000,,2017-05-01,27792,29340,28953,1,
129969188,42461404090000,,2017-06-01,22546,24934,23488,1,
129969188,42461404090000,,2017-07-01,22487,35732,23427,1,
129969188,42461404090000,,2017-08-01,19732,48776,20557,1,
129969188,42461404090000,,2017-09-01,14349,54233,14949,1,
129969188,42461404090000,424614040900,2017-10-01,12687,56443,13217,1,
129969188,42461404090000,424614040900,2017-11-01,11052,52950,11514,1,
129969188,42461404090000,424614040900,2017-12-01,10084,54460,10505,1,
129968843,42461404540000,,2017-05-01,8026,6964,13440,1,
129968843,42461404540000,,2017-06-01,13164,7511,22043,1,
129968843,42461404540000,,2017-07-01,12119,7989,20293,1,
129968843,42461404540000,,2017-08-01,11120,6099,18621,1,
129968843,42461404540000,,2017-09-01,10084,4429,16886,1,
129968843,42461404540000,424614045400,2017-10-01,8435,3869,14125,1,
129968843,42461404540000,424614045400,2017-11-01,8214,5443,13754,1,
129968843,42461404540000,424614045400,2017-12-01,8917,5664,14932,1,
129968838,42461404100000,,2017-04-01,20093,12249,18405,1,
129968838,42461404100000,,2017-05-01,31779,19304,29108,1,
129968838,42461404100000,,2017-06-01,25781,16405,23614,1,
129968838,42461404100000,,2017-07-01,25713,23509,23552,1,
129968838,42461404100000,,2017-08-01,22563,32091,20666,1,
129968838,42461404100000,,2017-09-01,16408,35681,15029,1,
129968838,42461404100000,424614041000,2017-10-01,14507,37135,13288,1,
129968838,42461404100000,424614041000,2017-11-01,12638,34838,11575,1,
129968838,42461404100000,424614041000,2017-12-01,11530,35832,10561,1,
129968836,42461403880000,,2017-01-01,1318,646,1217,1,
129968836,42461403880000,,2017-02-01,27299,23593,25215,1,
129968836,42461403880000,,2017-03-01,27759,54121,25640,1,
129968836,42461403880000,,2017-04-01,14798,68477,13668,1,
129968836,42461403880000,,2017-05-01,4712,24946,4352,1,
129968836,42461403880000,,2017-06-01,11069,42438,10224,1,
129968836,42461403880000,,2017-07-01,5254,30102,4853,1,
129968836,42461403880000,,2017-08-01,6290,40367,5810,1,
129968836,42461403880000,424614038800,2017-09-01,5368,34255,4958,1,
129968836,42461403880000,424614038800,2017-10-01,5064,35593,4677,1,
129968836,42461403880000,424614038800,2017-11-01,4624,29925,4271,1,
129934964,42461403720000,424614037200,2017-03-01,1547,1475,0,1,
129934964,42461403720000,424614037200,2017-04-01,5752,5447,0,1,
129934964,42461403720000,424614037200,2017-05-01,4930,4331,0,1,
129934964,42461403720000,424614037200,2017-06-01,3807,3088,0,1,
129934964,42461403720000,424614037200,2017-07-01,2931,2879,0,1,
129934964,42461403720000,424614037200,2017-08-01,1993,1832,0,1,
129934964,42461403720000,424614037200,2017-09-01,1163,894,0,1,
129934964,42461403720000,424614037200,2017-10-01,782,618,17,1,
129934964,42461403720000,424614037200,2017-11-01,518,402,0,1,
129934964,42461403720000,424614037200,2017-12-01,313,131,13,1,
129934963,42461403680000,424614036800,2017-03-01,5444,4501,6589,1,
129934963,42461403680000,424614036800,2017-04-01,18528,15126,23810,1,
129934963,42461403680000,424614036800,2017-05-01,15715,13189,35076,1,
129934963,42461403680000,424614036800,2017-06-01,11916,11694,35589,1,
129934963,42461403680000,424614036800,2017-07-01,10502,9883,16448,1,
129934963,42461403680000,424614036800,2017-08-01,10177,8702,13081,1,
129934963,42461403680000,424614036800,2017-09-01,8869,7854,11186,1,
129934963,42461403680000,424614036800,2017-10-01,8400,9298,10531,1,
129934963,42461403680000,424614036800,2017-11-01,7952,10990,10149,1,
129934963,42461403680000,424614036800,2017-12-01,7218,11575,9531,1,
129934944,42461403730000,424614037300,2017-03-01,1547,1475,5890,1,
129934944,42461403730000,424614037300,2017-04-01,5752,5447,21904,1,
129934944,42461403730000,424614037300,2017-05-01,4930,4331,18773,1,
129934944,42461403730000,424614037300,2017-06-01,3807,3088,16822,1,
129934944,42461403730000,424614037300,2017-07-01,2931,2879,15189,1,
129934944,42461403730000,424614037300,2017-08-01,1993,1832,13804,1,
129934944,42461403730000,424614037300,2017-09-01,1163,894,10596,1,
129934944,42461403730000,424614037300,2017-10-01,782,618,9735,1,
129934944,42461403730000,424614037300,2017-11-01,518,402,8983,1,
129934944,42461403730000,424614037300,2017-12-01,313,131,7585,1,
129934923,42461404580000,424614045800,2017-05-01,10274,8104,10369,1,
129934923,42461404580000,424614045800,2017-06-01,14432,12454,14565,1,
129934923,42461404580000,424614045800,2017-07-01,14385,12867,14517,1,
129934923,42461404580000,424614045800,2017-08-01,12720,12219,12837,1,
129934923,42461404580000,424614045800,2017-09-01,11574,10770,11681,1,
129934923,42461404580000,424614045800,2017-10-01,10893,11015,10993,1,
129934923,42461404580000,424614045800,2017-11-01,9993,9787,10085,1,
129934912,42461404320000,424614043200,2017-07-01,1923,1358,1594,1,
129934912,42461404320000,424614043200,2017-08-01,9342,12274,7745,1,
129934912,42461404320000,424614043200,2017-09-01,14626,7154,12125,1,
129934912,42461404320000,424614043200,2017-10-01,11108,11454,9209,1,
129934912,42461404320000,424614043200,2017-11-01,8556,18801,7093,1,
129928865,42461404550000,424614045500,2017-05-01,13303,13936,45584,1,
129928865,42461404550000,424614045500,2017-06-01,12890,14337,44166,1,
129928865,42461404550000,424614045500,2017-07-01,9696,8993,33223,1,
129928865,42461404550000,424614045500,2017-08-01,7471,7772,25600,1,
129928865,42461404550000,424614045500,2017-09-01,6940,7233,23779,1,
129928865,42461404550000,424614045500,2017-10-01,6506,9293,22292,1,
129928865,42461404550000,424614045500,2017-11-01,6074,16383,20812,1,
129928865,42461404550000,424614045500,2017-12-01,5753,13886,19714,1,
129928864,42461404530000,424614045300,2017-05-01,26183,25558,33771,1,
129928864,42461404530000,424614045300,2017-06-01,25368,26295,32721,1,
129928864,42461404530000,424614045300,2017-07-01,19083,16493,24614,1,
129928864,42461404530000,424614045300,2017-08-01,14704,14255,18965,1,
129928864,42461404530000,424614045300,2017-09-01,13658,13264,17617,1,
129928864,42461404530000,424614045300,2017-10-01,12804,17042,16515,1,
129928864,42461404530000,424614045300,2017-11-01,11954,30046,15419,1,
129928864,42461404530000,424614045300,2017-12-01,11324,25467,14605,1,
129928829,42461403690000,424614036900,2017-03-01,4402,4093,12712,1,
129928829,42461403690000,424614036900,2017-04-01,16391,15835,34323,1,
129928829,42461403690000,424614036900,2017-05-01,15037,15058,29470,1,
129928829,42461403690000,424614036900,2017-06-01,13161,12075,24548,1,
129928829,42461403690000,424614036900,2017-07-01,12433,11809,21479,1,
129928829,42461403690000,424614036900,2017-08-01,11289,14225,19332,1,
129928829,42461403690000,424614036900,2017-09-01,7922,10040,13464,1,
129928829,42461403690000,424614036900,2017-10-01,10132,12540,17100,1,
129928829,42461403690000,424614036900,2017-11-01,10689,20420,17923,1,
129928829,42461403690000,424614036900,2017-12-01,9154,15068,15256,1,
129928701,42461403700000,424614037000,2017-03-01,486,313,0,1,
129928701,42461403700000,424614037000,2017-04-01,2901,3567,0,1,
129928701,42461403700000,424614037000,2017-05-01,15853,16559,0,1,
129928701,42461403700000,424614037000,2017-06-01,20114,21738,0,1,
129928701,42461403700000,424614037000,2017-07-01,19561,27690,16956,1,
129928701,42461403700000,424614037000,2017-08-01,17142,33553,17274,1,
129928701,42461403700000,424614037000,2017-09-01,14071,32996,14303,1,
129928701,42461403700000,424614037000,2017-10-01,12894,33133,13129,1,
129928701,42461403700000,424614037000,2017-11-01,12033,34611,12057,1,
129928701,42461403700000,424614037000,2017-12-01,10920,33039,10623,1,
129916964,42461404070000,424614040700,2017-02-01,23449,26546,20906,1,
129916964,42461404070000,424614040700,2017-03-01,10740,13510,9575,1,
129916964,42461404070000,424614040700,2017-04-01,18038,33211,16082,1,
129916964,42461404070000,424614040700,2017-05-01,9755,25605,8697,1,
129916964,42461404070000,424614040700,2017-06-01,2,0,2,1,
129916964,42461404070000,424614040700,2017-07-01,6957,8628,6202,1,
129916964,42461404070000,424614040700,2017-08-01,10579,22718,9432,1,
129916964,42461404070000,424614040700,2017-09-01,5982,16125,5333,1,
129916964,42461404070000,424614040700,2017-10-01,11360,70859,10128,1,
129916964,42461404070000,424614040700,2017-11-01,7692,42698,6858,1,
129916889,42461404110000,424614041100,2017-04-01,5826,4000,23145,1,
129916889,42461404110000,424614041100,2017-05-01,10266,7870,40783,1,
129916889,42461404110000,424614041100,2017-06-01,291,217,1156,1,
129916889,42461404110000,424614041100,2017-07-01,1209,1154,4803,1,
129916889,42461404110000,424614041100,2017-08-01,17031,15511,67658,1,
129916889,42461404110000,424614041100,2017-09-01,22020,26216,87478,1,
129916889,42461404110000,424614041100,2017-10-01,15063,36600,59840,1,
129916889,42461404110000,424614041100,2017-11-01,10184,27409,40457,1,
129916887,42461403800000,424614038000,2017-03-01,8907,8442,0,1,
129916887,42461403800000,424614038000,2017-04-01,19544,20369,0,1,
129916887,42461403800000,424614038000,2017-05-01,15817,17672,0,1,
129916887,42461403800000,424614038000,2017-06-01,14103,15935,1493,1,
129916887,42461403800000,424614038000,2017-07-01,13497,17514,3288,1,
129916887,42461403800000,424614038000,2017-08-01,12374,23693,3270,1,
129916887,42461403800000,424614038000,2017-09-01,8750,18767,2460,1,
129916887,42461403800000,424614038000,2017-10-01,11260,26293,3333,1,
129916887,42461403800000,424614038000,2017-11-01,11940,47989,3691,1,
129916887,42461403800000,424614038000,2017-12-01,10269,39667,3296,1,
129916886,42461403740000,424614037400,2017-03-01,1566,1756,0,1,
129916886,42461403740000,424614037400,2017-04-01,5828,6486,0,1,
129916886,42461403740000,424614037400,2017-05-01,4995,5158,0,1,
129916886,42461403740000,424614037400,2017-06-01,6830,7694,506,1,
129916886,42461403740000,424614037400,2017-07-01,8727,14062,1454,1,
129916886,42461403740000,424614037400,2017-08-01,9456,16849,866,1,
129916886,42461403740000,424614037400,2017-09-01,8546,15049,848,1,
129916886,42461403740000,424614037400,2017-10-01,8721,18647,758,1,
129916886,42461403740000,424614037400,2017-11-01,8614,21434,691,1,
129916886,42461403740000,424614037400,2017-12-01,7672,12134,583,1,
129916883,42461403570000,424614035700,2017-02-01,11276,11882,20167,1,
129916883,42461403570000,424614035700,2017-03-01,17493,17993,31284,1,
129916883,42461403570000,424614035700,2017-04-01,15352,16382,27456,1,
129916883,42461403570000,424614035700,2017-05-01,13371,14575,23927,1,
129916883,42461403570000,424614035700,2017-06-01,11543,14263,20656,1,
129916883,42461403570000,424614035700,2017-07-01,11507,18422,20586,1,
129916883,42461403570000,424614035700,2017-08-01,10538,20946,18837,1,
129916883,42461403570000,424614035700,2017-09-01,9146,21610,16334,1,
129916883,42461403570000,424614035700,2017-10-01,8666,23261,15459,1,
129916883,42461403570000,424614035700,2017-11-01,7430,23935,13238,1,
129916883,42461403570000,424614035700,2017-12-01,6787,20840,12074,1,
129916882,42461403490000,424614034900,2016-11-01,32630,38517,120361,1,
129916882,42461403490000,424614034900,2016-12-01,38189,69268,140867,1,
129916882,42461403490000,424614034900,2017-01-01,25109,64630,92619,1,
129916882,42461403490000,424614034900,2017-02-01,15189,38883,56027,1,
129916882,42461403490000,424614034900,2017-03-01,14442,43828,53272,1,
129916882,42461403490000,424614034900,2017-04-01,11964,42596,44131,1,
129916882,42461403490000,424614034900,2017-05-01,10569,38457,38986,1,
129916882,42461403490000,424614034900,2017-06-01,6473,24220,23877,1,
129916882,42461403490000,424614034900,2017-07-01,10886,43292,40155,1,
129916882,42461403490000,424614034900,2017-08-01,2438,11414,8993,1,
129916882,42461403490000,424614034900,2017-09-01,24,0,89,1,
129916882,42461403490000,424614034900,2017-10-01,2328,925,8587,1,
129916882,42461403490000,424614034900,2017-11-01,4168,5708,15374,1,
129916881,42461403480000,424614034800,2017-02-01,16483,11930,12529,1,
129916881,42461403480000,424614034800,2017-03-01,25570,18065,19437,1,
129916881,42461403480000,424614034800,2017-04-01,22441,16448,17058,1,
129916881,42461403480000,424614034800,2017-05-01,19552,14698,14866,1,
129916881,42461403480000,424614034800,2017-06-01,16875,14446,12834,1,
129916881,42461403480000,424614034800,2017-07-01,16815,18738,12790,1,
129916881,42461403480000,424614034800,2017-08-01,15384,21394,11704,1,
129916881,42461403480000,424614034800,2017-09-01,13338,22163,10148,1,
129916881,42461403480000,424614034800,2017-10-01,12624,23953,9605,1,
129916881,42461403480000,424614034800,2017-11-01,10808,24745,8224,1,
129916881,42461403480000,424614034800,2017-12-01,9858,21629,7502,1,
129790122,42461403200000,424614032000,2016-11-01,12351,11387,12888,1,
129790122,42461403200000,424614032000,2016-12-01,20931,19328,21840,1,
129790122,42461403200000,424614032000,2017-01-01,13722,13373,8088,1,
129790122,42461403200000,424614032000,2017-02-01,4260,2805,2511,1,
129790122,42461403200000,424614032000,2017-03-01,15166,9922,8939,1,
129790122,42461403200000,424614032000,2017-04-01,15832,18865,9331,1,
129790122,42461403200000,424614032000,2017-05-01,16205,27286,9551,1,
129790122,42461403200000,424614032000,2017-06-01,14045,33296,8278,1,
129790122,42461403200000,424614032000,2017-07-01,12333,35905,7269,1,
129790122,42461403200000,424614032000,2017-08-01,11381,34363,6708,1,
129790122,42461403200000,424614032000,2017-09-01,9318,28649,5492,1,
129790122,42461403200000,424614032000,2017-10-01,8867,31411,5226,1,
129790122,42461403200000,424614032000,2017-11-01,6662,22688,3926,1,
129790122,42461403200000,424614032000,2017-12-01,8170,25078,4815,1,
129790121,42461403190000,424614031900,2016-11-01,12319,11644,15017,1,
129790121,42461403190000,424614031900,2016-12-01,20876,19763,25448,1,
129790121,42461403190000,424614031900,2017-01-01,13686,13674,9424,1,
129790121,42461403190000,424614031900,2017-02-01,4249,2867,2926,1,
129790121,42461403190000,424614031900,2017-03-01,15126,10145,10415,1,
129790121,42461403190000,424614031900,2017-04-01,15791,19290,10873,1,
129790121,42461403190000,424614031900,2017-05-01,16162,27900,11129,1,
129790121,42461403190000,424614031900,2017-06-01,14009,34045,9646,1,
129790121,42461403190000,424614031900,2017-07-01,12301,36713,8470,1,
129790121,42461403190000,424614031900,2017-08-01,11352,35135,7816,1,
129790121,42461403190000,424614031900,2017-09-01,9294,29294,6399,1,
129790121,42461403190000,424614031900,2017-10-01,8843,32117,6089,1,
129790121,42461403190000,424614031900,2017-11-01,6643,23199,4575,1,
129790121,42461403190000,424614031900,2017-12-01,8149,25641,5611,1,
129789948,42461403170000,424614031700,2016-11-01,8939,6914,16073,1,
129789948,42461403170000,424614031700,2016-12-01,15147,11736,27237,1,
129789948,42461403170000,424614031700,2017-01-01,9931,8120,10086,1,
129789948,42461403170000,424614031700,2017-02-01,3083,1703,3131,1,
129789948,42461403170000,424614031700,2017-03-01,10975,6025,11148,1,
129789948,42461403170000,424614031700,2017-04-01,11458,11455,11638,1,
129789948,42461403170000,424614031700,2017-05-01,11727,16568,11911,1,
129789948,42461403170000,424614031700,2017-06-01,10165,20217,10325,1,
129789948,42461403170000,424614031700,2017-07-01,8925,21801,9065,1,
129789948,42461403170000,424614031700,2017-08-01,8237,20865,8367,1,
129789948,42461403170000,424614031700,2017-09-01,6744,17396,6850,1,
129789948,42461403170000,424614031700,2017-10-01,6417,19072,6518,1,
129789948,42461403170000,424614031700,2017-11-01,4820,13776,4896,1,
129789948,42461403170000,424614031700,2017-12-01,5913,15227,6006,1,
129781192,42461402630000,424614026300,2016-08-01,15840,21389,35133,1,0
129781192,42461402630000,424614026300,2016-09-01,16258,27096,36061,1,0
129781192,42461402630000,424614026300,2016-10-01,14271,23378,31653,1,0
129781192,42461402630000,424614026300,2016-11-01,12336,25181,27362,1,0
129781192,42461402630000,424614026300,2016-12-01,11663,26471,25869,1,0
129781192,42461402630000,424614026300,2017-01-01,10446,29207,19003,1,
129781192,42461402630000,424614026300,2017-02-01,5992,19987,10901,1,
129781192,42461402630000,424614026300,2017-03-01,10881,28316,19795,1,
129781192,42461402630000,424614026300,2017-04-01,8516,28463,15492,1,
129781192,42461402630000,424614026300,2017-05-01,8997,25899,16367,1,
129781192,42461402630000,424614026300,2017-06-01,8263,25981,15032,1,
129781192,42461402630000,424614026300,2017-07-01,8772,23775,15958,1,
129781192,42461402630000,424614026300,2017-08-01,8125,22948,14781,1,
129781192,42461402630000,424614026300,2017-09-01,7897,22567,14366,1,
129781192,42461402630000,424614026300,2017-10-01,7617,23600,13857,1,
129781192,42461402630000,424614026300,2017-11-01,6024,23073,10959,1,
129781192,42461402630000,424614026300,2017-12-01,4295,16704,7813,1,
129780983,42461404180000,424614041800,2016-12-01,9369,4460,22506,1,0
129780983,42461404180000,424614041800,2017-01-01,21745,21509,52235,1,0
129780983,42461404180000,424614041800,2017-02-01,14189,15269,34084,1,0
129780983,42461404180000,424614041800,2017-03-01,13263,16526,31860,1,
129780983,42461404180000,424614041800,2017-04-01,10374,15658,24920,1,
129780983,42461404180000,424614041800,2017-05-01,9768,14050,23464,1,
129780983,42461404180000,424614041800,2017-06-01,7748,12514,18612,1,
129780983,42461404180000,424614041800,2017-07-01,7671,14321,18427,1,
129780983,42461404180000,424614041800,2017-08-01,6916,12831,16613,1,
129780983,42461404180000,424614041800,2017-09-01,6338,12816,15225,1,
129780983,42461404180000,424614041800,2017-10-01,5952,12020,14298,1,
129780983,42461404180000,424614041800,2017-11-01,5663,11294,13603,1,
129780983,42461404180000,424614041800,2017-12-01,5435,12562,13056,1,
129780971,42461403130000,424614031300,2016-07-01,13288,17456,25651,1,
129780971,42461403130000,424614031300,2016-08-01,16306,36545,31532,1,
129780971,42461403130000,424614031300,2016-09-01,10858,36356,21121,1,
129780971,42461403130000,424614031300,2016-10-01,8019,33281,15600,1,
129780971,42461403130000,424614031300,2016-11-01,5770,23288,11176,1,
129780971,42461403130000,424614031300,2016-12-01,4201,9907,8075,1,
129780971,42461403130000,424614031300,2017-01-01,5851,23100,2269,1,
129780971,42461403130000,424614031300,2017-02-01,4543,22863,1742,1,
129780971,42461403130000,424614031300,2017-03-01,4231,23100,1603,1,
129780971,42461403130000,424614031300,2017-04-01,3518,19251,1315,1,
129780971,42461403130000,424614031300,2017-05-01,3388,17367,1249,1,
129780971,42461403130000,424614031300,2017-06-01,2831,14275,1030,1,
129780971,42461403130000,424614031300,2017-07-01,2728,13263,978,1,
129780971,42461403130000,424614031300,2017-08-01,2482,15989,878,1,
129780971,42461403130000,424614031300,2017-09-01,2286,11228,797,1,
129780971,42461403130000,424614031300,2017-10-01,2225,10129,765,1,
129780971,42461403130000,424614031300,2017-11-01,2325,8278,789,1,
129780971,42461403130000,424614031300,2017-12-01,2481,11114,830,1,
129769945,42461403120000,424614031200,2016-07-01,13357,6576,29952,1,
129769945,42461403120000,424614031200,2016-08-01,16389,13769,36819,1,
129769945,42461403120000,424614031200,2016-09-01,10913,13697,24661,1,
129769945,42461403120000,424614031200,2016-10-01,8061,12539,18214,1,
129769945,42461403120000,424614031200,2016-11-01,5800,8774,13049,1,
129769945,42461403120000,424614031200,2016-12-01,4221,3732,9428,1,
129769945,42461403120000,424614031200,2017-01-01,5881,8703,2649,1,
129769945,42461403120000,424614031200,2017-02-01,4567,8613,2034,1,
129769945,42461403120000,424614031200,2017-03-01,4253,8703,1871,1,
129769945,42461403120000,424614031200,2017-04-01,3535,7253,1535,1,
129769945,42461403120000,424614031200,2017-05-01,3404,6543,1459,1,
129769945,42461403120000,424614031200,2017-06-01,2846,5378,1202,1,
129769945,42461403120000,424614031200,2017-07-01,2742,4997,1142,1,
129769945,42461403120000,424614031200,2017-08-01,2495,6023,1024,1,
129769945,42461403120000,424614031200,2017-09-01,2298,4230,931,1,
129769945,42461403120000,424614031200,2017-10-01,2236,3816,893,1,
129769945,42461403120000,424614031200,2017-11-01,2337,3119,921,1,
129769945,42461403120000,424614031200,2017-12-01,2493,4188,969,1,
129720843,42461402430000,424614024300,2016-06-01,172,254,366,1,0
129720843,42461402430000,424614024300,2016-07-01,19236,20064,40959,1,0
129720843,42461402430000,424614024300,2016-08-01,16494,28080,35121,1,0
129720843,42461402430000,424614024300,2016-09-01,13239,24244,28190,1,0
129720843,42461402430000,424614024300,2016-10-01,13991,24069,29791,1,0
129720843,42461402430000,424614024300,2016-11-01,12050,22479,25658,1,0
129720843,42461402430000,424614024300,2016-12-01,16967,21485,36128,1,0
129720843,42461402430000,424614024300,2017-01-01,18054,19552,17938,1,
129720843,42461402430000,424614024300,2017-02-01,14165,18110,14074,1,
129720843,42461402430000,424614024300,2017-03-01,14125,13927,14034,1,
129720843,42461402430000,424614024300,2017-04-01,15169,18062,15072,1,
129720843,42461402430000,424614024300,2017-05-01,12458,14080,12378,1,
129720843,42461402430000,424614024300,2017-06-01,8513,11013,8458,1,
129720843,42461402430000,424614024300,2017-07-01,7387,7461,7340,1,
129720843,42461402430000,424614024300,2017-08-01,10060,10721,9995,1,
129720843,42461402430000,424614024300,2017-09-01,12656,18829,12575,1,
129720843,42461402430000,424614024300,2017-10-01,12782,25143,12700,1,
129720843,42461402430000,424614024300,2017-11-01,11817,25814,11741,1,
129720843,42461402430000,424614024300,2017-12-01,9780,18224,9717,1,
129720829,42461402390000,424614023900,2016-08-01,23609,15235,20036,1,
129720829,42461402390000,424614023900,2016-09-01,37814,22298,32091,1,
129720829,42461402390000,424614023900,2016-10-01,28826,19180,24463,1,
129720829,42461402390000,424614023900,2016-11-01,23973,21857,20344,1,
129720829,42461402390000,424614023900,2016-12-01,21128,25871,17930,1,
129720829,42461402390000,424614023900,2017-01-01,18864,27637,14893,1,
129720829,42461402390000,424614023900,2017-02-01,11831,19455,9340,1,
129720829,42461402390000,424614023900,2017-03-01,16425,27561,12967,1,
129720829,42461402390000,424614023900,2017-04-01,13370,27705,10555,1,
129720829,42461402390000,424614023900,2017-05-01,11206,24364,8847,1,
129720829,42461402390000,424614023900,2017-06-01,9630,24595,7603,1,
129720829,42461402390000,424614023900,2017-07-01,8692,23123,6862,1,
129720829,42461402390000,424614023900,2017-08-01,7855,22650,6201,1,
129720829,42461402390000,424614023900,2017-09-01,7320,22120,5779,1,
129720829,42461402390000,424614023900,2017-10-01,7439,22971,5873,1,
129720829,42461402390000,424614023900,2017-11-01,7536,22459,5950,1,
129720829,42461402390000,424614023900,2017-12-01,5977,16261,4719,1,
129720795,42461402460000,424614024600,2016-07-01,695,1251,1433,1,0
129720795,42461402460000,424614024600,2016-08-01,24682,22818,50902,1,0
129720795,42461402460000,424614024600,2016-09-01,27338,25562,56380,1,0
129720795,42461402460000,424614024600,2016-10-01,28076,25452,57902,1,0
129720795,42461402460000,424614024600,2016-11-01,23551,23928,48570,1,0
129720795,42461402460000,424614024600,2016-12-01,17708,19782,36520,1,0
129720795,42461402460000,424614024600,2017-01-01,18366,20087,20721,1,
129720795,42461402460000,424614024600,2017-02-01,14833,21103,16735,1,
129720795,42461402460000,424614024600,2017-03-01,12868,16173,14518,1,
129720795,42461402460000,424614024600,2017-04-01,14330,17146,16167,1,
129720795,42461402460000,424614024600,2017-05-01,17137,19156,19334,1,
129720795,42461402460000,424614024600,2017-06-01,17515,23432,19760,1,
129720795,42461402460000,424614024600,2017-07-01,13295,19128,14999,1,
129720795,42461402460000,424614024600,2017-08-01,14357,22401,16198,1,
129720795,42461402460000,424614024600,2017-09-01,12434,21765,14028,1,
129720795,42461402460000,424614024600,2017-10-01,11765,21585,13273,1,
129720795,42461402460000,424614024600,2017-11-01,11283,22345,12730,1,
129720795,42461402460000,424614024600,2017-12-01,9499,15192,10717,1,
129720794,42461402400000,424614024000,2016-08-01,13392,16069,27096,1,
129720794,42461402400000,424614024000,2016-09-01,21449,23517,43399,1,
129720794,42461402400000,424614024000,2016-10-01,16351,20230,33084,1,
129720794,42461402400000,424614024000,2016-11-01,13598,23053,27514,1,
129720794,42461402400000,424614024000,2016-12-01,11984,27287,24248,1,
129720794,42461402400000,424614024000,2017-01-01,10700,29149,20140,1,
129720794,42461402400000,424614024000,2017-02-01,6711,20520,12632,1,
129720794,42461402400000,424614024000,2017-03-01,9316,29069,17536,1,
129720794,42461402400000,424614024000,2017-04-01,7584,29221,14275,1,
129720794,42461402400000,424614024000,2017-05-01,6356,25697,11964,1,
129720794,42461402400000,424614024000,2017-06-01,5463,25940,10282,1,
129720794,42461402400000,424614024000,2017-07-01,4931,24387,9281,1,
129720794,42461402400000,424614024000,2017-08-01,4456,23889,8387,1,
129720794,42461402400000,424614024000,2017-09-01,4152,23331,7815,1,
129720794,42461402400000,424614024000,2017-10-01,4220,24228,7943,1,
129720794,42461402400000,424614024000,2017-11-01,4275,23688,8046,1,
129720794,42461402400000,424614024000,2017-12-01,3391,17150,6382,1,
129645729,42461402470000,424614024700,2016-07-01,3029,4277,4544,1,0
129645729,42461402470000,424614024700,2016-08-01,30154,26859,45231,1,0
129645729,42461402470000,424614024700,2016-09-01,24816,23545,37224,1,0
129645729,42461402470000,424614024700,2016-10-01,19412,17907,29118,1,0
129645729,42461402470000,424614024700,2016-11-01,18489,18507,27734,1,0
129645729,42461402470000,424614024700,2016-12-01,16869,17977,25304,1,0
129645729,42461402470000,424614024700,2017-01-01,15505,17130,11635,1,
129645729,42461402470000,424614024700,2017-02-01,12442,18327,9336,1,
129645729,42461402470000,424614024700,2017-03-01,11109,14365,8336,1,
