,open,high,low,close,adjclose,volume,ticker,hlc3,sma3,ema1,ema2,ema3,MACD,rsi,SMArsi,drsi,sma20,previous_close,high-low,high-pc,low-pc,tr,atr,upperband,lowerband,in_uptrend,kst,wema1,wema2,wema3,dprice,dvolume,momentum,SMAVol20,volmom,perc1c2,percc1,ROC10,date
2018-01-17,278.0299987792969,280.04998779296875,276.9700012207031,279.6099853515625,256.71923828125,113258800,SPY,278.8766581217448,277.88399370569607,254.01595875691353,253.05212154371046,252.6721670557074,1.3437917012061291,0.0,0.0,0.0,251.85810019753197,276.9700012207031,3.079986572265625,3.079986572265625,0.0,3.079986572265625,2.1557094029017856,283.8992680140904,273.1492832728795,1,73.91173376075687,24.860699364831277,25.824536578034355,26.204491066037406,2.42388916015625,6703700.0,16249025.762939453,81638681.81818181,31620118.181818187,0.9965818835041793,1.0095317872251057,1.0403321226678273,2018-01-17
2018-01-18,279.4800109863281,279.9599914550781,278.5799865722656,279.1400146484375,256.2877197265625,100728000,SPY,279.22666422526044,278.5554929057126,254.6024777824474,253.57795702927106,253.1545584156114,1.447919366836004,0.0,0.0,0.0,252.22723515828451,279.6099853515625,1.3800048828125,0.350006103515625,1.029998779296875,1.3800048828125,2.1928536551339284,284.7521231515067,273.78785487583707,1,74.33148548980785,24.624186442813027,25.648707195989374,26.07210580964903,-0.4315185546875,-12530800.0,5407272.705078125,83229458.33333333,17498541.66666667,1.0095317872251057,0.998319103166648,1.032055395010197,2018-01-18
2018-01-19,279.79998779296875,280.4100036621094,279.1400146484375,280.4100036621094,257.4537048339844,140920100,SPY,279.98667399088544,279.27117081132457,255.33263098780495,254.18996697979637,253.70476522128234,1.6278657665226035,0.0,0.0,0.0,252.6292712871845,279.1400146484375,1.269989013671875,1.269989013671875,0.0,1.269989013671875,2.1842825753348216,285.2357155936105,274.31430271693637,1,74.5861492450901,24.65404300308049,25.79670701108907,26.281908769603092,1.165985107421875,40192100.0,46863390.03601074,87667200.0,53252900.0,0.998319103166648,1.0045495161011455,1.0323995359230975,2018-01-19
2018-01-22,280.1700134277344,282.69000244140625,280.1099853515625,282.69000244140625,259.54705810546875,91322400,SPY,281.8299967447917,280.5506618719949,256.4053514445523,255.01560288780686,254.42573721586012,1.979614228692185,0.0,0.0,0.0,253.12339891706193,280.4100036621094,2.58001708984375,2.279998779296875,0.300018310546875,2.58001708984375,2.3214285714285716,287.2035653250558,275.59642246791293,1,75.80529406776549,25.424645300239376,26.81439385698482,27.40425952893156,2.093353271484375,-49597700.0,-103825507.55310059,87928285.71428572,3394114.2857142836,1.0045495161011455,1.0081309891144672,1.0339041310089072,2018-01-22
2018-01-23,282.739990234375,283.6199951171875,282.3699951171875,283.2900085449219,260.097900390625,97084700,SPY,283.0933329264323,281.82203619847894,257.3409920781977,255.78293708337088,255.103683321049,2.2373087571486963,0.0,0.0,0.0,253.58836568196614,282.69000244140625,1.25,0.92999267578125,0.32000732421875,1.25,2.2142857142857144,288.5307094029018,277.4592808314732,1,77.23849611281923,25.75234084823461,27.31039584306143,27.989649605383306,0.55084228515625,5762300.0,3174118.4997558594,88538713.33333333,8545986.666666672,1.0081309891144672,1.0021223214363402,1.034207063521995,2018-01-23
2018-01-24,284.0199890136719,284.70001220703125,281.8399963378906,283.17999267578125,259.9969482421875,134816100,SPY,283.24000040690106,282.5310291210634,258.01170338751854,256.40814200307193,255.67226567234516,2.339437715173375,89.30934807257859,13.250236339182013,76.05911173339658,253.98890209197998,283.2900085449219,2.860015869140625,1.410003662109375,1.45001220703125,2.860015869140625,2.332859584263393,289.1021532331194,277.4592808314732,1,77.50097630025456,25.228297019382524,26.83185840382913,27.5677347345559,-0.1009521484375,37731400.0,-3809065.8935546875,91431050.0,43385050.0,1.0021223214363402,0.999611868652973,1.0314707306356945,2018-01-24
2018-01-25,284.1600036621094,284.2699890136719,282.3999938964844,283.29998779296875,260.1070861816406,84587300,SPY,283.3233235677083,282.9271793667724,258.5395166301237,256.94880367923815,256.17486845414334,2.364648175980392,89.3899294493595,24.379307801855468,65.01062164750402,254.34879527372473,283.17999267578125,1.8699951171875,1.089996337890625,0.779998779296875,1.8699951171875,2.0414297921316966,288.4385659354074,278.23141697474887,1,77.118349336812,24.783806937584586,26.37451988847016,27.148455113564978,0.110137939453125,-50228800.0,-5532096.533203125,91028476.47058824,-6441176.470588237,0.999611868652973,1.0004236124315988,1.0334886300583193,2018-01-25
2018-01-26,284.25,286.6300048828125,283.9599914550781,286.5799865722656,263.1185607910156,107743100,SPY,285.72332763671875,284.3252588349955,259.6907680923587,257.839188950862,256.9445465902141,2.7462215021446355,91.31710756969676,34.03940137578601,57.27770619391075,254.83600446912976,283.29998779296875,2.670013427734375,3.33001708984375,0.660003662109375,3.33001708984375,2.0771484375,290.4878692626953,280.1021270751953,1,78.50127287155169,26.032559544360026,27.884138685856726,28.778781046504662,3.011474609375,23155800.0,69733103.75976562,91957066.66666667,15786033.333333328,1.0004236124315988,1.0115778260930268,1.03788219220132,2018-01-26
2018-01-29,285.92999267578125,286.42999267578125,284.5,284.67999267578125,261.3741149902344,90118300,SPY,285.2033284505208,284.76429448015216,260.11339178924527,258.34378886966823,257.42594752644465,2.687444262800625,82.0231057656921,40.88892893859344,41.134176827098656,255.18011554918792,286.5799865722656,1.92999267578125,0.149993896484375,2.079986572265625,2.079986572265625,2.1771458217075894,290.9078608921596,280.1021270751953,1,78.40975525509833,25.089936661275544,26.859539580852584,27.77738092407617,-1.74444580078125,-17624800.0,30745508.349609375,91860289.4736842,-1741989.4736842066,1.0115778260930268,0.9933701149947882,1.02432352269316,2018-01-29
2018-01-30,282.6000061035156,284.739990234375,281.2200012207031,281.760009765625,258.6931457519531,131796400,SPY,282.5733337402344,283.66881306546077,259.75720072255905,258.3931934242343,257.5612608246998,2.1959398978592617,70.19824830936273,45.03372739991817,25.164520909444555,255.35576705932618,284.67999267578125,3.519989013671875,0.05999755859375,3.459991455078125,3.519989013671875,2.4985743931361606,289.2264317103795,280.1021270751953,1,75.29478422488916,22.816133017675327,24.180140316000063,25.01207291553459,-2.68096923828125,41678100.0,-111737704.01000977,93857095.0,37939305.0,0.9933701149947882,0.989742789800048,1.0172940505835408,2018-01-30
2018-01-31,282.7300109863281,283.29998779296875,280.67999267578125,281.8999938964844,258.82171630859375,108364800,SPY,281.9599914550781,282.8144018528544,259.5227720518181,258.4533074313079,257.6937511848869,1.8290208669312165,70.41849749443688,48.59475133754102,21.823746156895858,255.9585220336914,281.760009765625,2.6199951171875,1.53997802734375,1.08001708984375,2.6199951171875,2.5042855398995534,288.25070408412387,280.1021270751953,1,72.77337489055037,22.43721940326003,23.50668402377022,24.266240270191247,0.128570556640625,-23431600.0,-3012613.8549804688,94942550.0,13422250.0,0.989742789800048,1.0004970002443123,1.0081897953632923,2018-01-31
2018-02-01,281.07000732421875,283.05999755859375,280.67999267578125,281.5799865722656,258.5278625488281,90102500,SPY,281.77332560221356,282.29386360342795,259.2736002016509,258.463693993527,257.7801992926631,1.4934009089877804,69.16042808589756,51.45983542873635,17.700592657161216,256.46854095458986,281.8999938964844,2.3800048828125,1.160003662109375,1.220001220703125,2.3800048828125,2.665714808872768,288.5342821393694,280.1021270751953,1,71.36409732244289,22.49972540056268,23.309631608686573,23.993126309550462,-0.293853759765625,-18262300.0,5366445.516967773,94944155.0,-4841655.0,1.0004970002443123,0.9988646479748428,1.0087407341430783,2018-02-01
2018-02-02,280.0799865722656,280.2300109863281,275.4100036621094,275.45001220703125,252.89979553222656,173174800,SPY,277.03000895182294,279.6619359638752,257.67801437175575,257.69317387313134,257.2807484764714,0.39726589528436307,50.53761506985345,51.33212113867512,-0.7945060688216685,256.6448257446289,281.5799865722656,4.82000732421875,1.3499755859375,6.16998291015625,6.16998291015625,3.1385672433035716,285.6664254324777,269.9735892159598,0,66.33387117026706,19.351994580067185,19.336835078691593,19.749260475351548,-5.6280670166015625,83072300.0,-467536471.62323,99571075.0,73603725.0,0.9988646479748428,0.9782303270482554,0.9823117352119896,2018-02-02
2018-02-05,273.45001220703125,275.8500061035156,263.30999755859375,263.92999267578125,242.32289123535156,294681800,SPY,267.69666544596356,273.6793003483265,253.83537791975598,255.57552104868077,255.7672883259058,-1.9319104061498251,32.71109187216973,48.76659413115822,-16.05550225898849,256.2091751098633,275.45001220703125,12.540008544921875,0.399993896484375,12.1400146484375,12.540008544921875,4.662854875837054,281.2371390206473,257.92286464146207,0,55.85971375063687,13.861287526207576,12.12114439728279,11.929377120057751,-10.576904296875,121507000.0,-1285167910.4003906,110128965.0,184552835.0,0.9782303270482554,0.9581774897262533,0.933637595448614,2018-02-05
2018-02-06,259.94000244140625,269.70001220703125,258.70001220703125,269.1300048828125,247.09715270996094,355026800,SPY,265.8433430989583,269.7613216068776,252.14955296076272,254.4125735010308,254.898950029147,-2.749397068384269,42.56020442107598,47.91528578918191,-5.355081368105928,255.98928298950196,263.92999267578125,11.0,5.77001953125,5.22998046875,11.0,5.758566720145089,278.59642900739397,249.80359540666853,0,47.822888329692205,13.693790138195595,11.430769597927508,10.944393069811326,4.774261474609375,60345000.0,288102808.68530273,125014345.0,230012455.0,0.9581774897262533,1.0197020654972808,0.9500159452992929,2018-02-06
2018-02-07,268.5,272.3599853515625,267.5799865722656,267.6700134277344,245.75669860839844,167376100,SPY,269.2033284505208,269.4823250245418,250.55043681937835,253.22981165716502,253.9917142332972,-3.44127741391884,40.75643810814853,46.93708173838394,-6.180643630235409,255.6739028930664,269.1300048828125,4.779998779296875,3.22998046875,1.550018310546875,4.779998779296875,6.144282749720982,278.59642900739397,254.6092790876116,0,50.67501236378487,18.652891631142467,15.973516793355799,15.211614217223627,-1.3404541015625,-187650700.0,251537150.47607422,130520450.0,36855650.0,1.0197020654972808,0.9945751940608725,0.9452291662265041,2018-02-07
2018-02-08,268.010009765625,268.1700134277344,257.5899963378906,257.6300048828125,236.53863525390625,246449500,SPY,261.1300048828125,265.30616492256235,247.04600298120812,250.95660756670014,252.2740513416892,-5.228048360481068,31.020159086116166,44.76932478665203,-13.749165700535862,254.91689910888672,267.6700134277344,10.58001708984375,0.5,10.08001708984375,10.58001708984375,7.152858189174107,278.59642900739397,244.99785940987724,0,45.64183287808959,14.084001901604381,10.173397316112357,8.855953541123313,-9.218063354492188,79073400.0,-728903610.8551025,139364210.0,107085290.0,0.9945751940608725,0.9624911003171445,0.9093894315848211,2018-02-08
2018-02-09,260.79998779296875,263.6099853515625,252.9199981689453,261.5,240.09181213378906,283565300,SPY,259.34332784016925,262.32474637025916,245.30690314120324,249.48112759355126,251.0840568458398,-5.777153704636561,37.24341831001543,43.7472784577877,-6.503860147772272,254.24574661254883,257.6300048828125,10.689987182617188,5.97998046875,4.7100067138671875,10.689987182617188,8.305714198521205,278.59642900739397,237.5007062639509,0,41.10215153018319,14.036424698966016,9.862200246617988,8.259270994329455,3.5531768798828125,37115800.0,131879002.43835449,150424400.0,133140900.0,0.9624911003171445,1.0150215497610728,0.9124852743645259,2018-02-09
2018-02-12,263.8299865722656,267.010009765625,261.6600036621094,265.3399963378906,243.61749267578125,143736000,SPY,264.6700032552083,263.4973748149179,244.8844499347456,248.68678633213682,250.35960955620206,-5.47515962145647,42.76157690541124,43.61374636967627,-0.8521694642650317,253.6682441711426,261.5,5.350006103515625,5.510009765625,0.160003662109375,5.510009765625,8.752857753208705,278.59642900739397,242.45286233084542,0,46.56127862166929,19.785553320462725,15.983216923071495,14.310393699006255,3.5256805419921875,-139829300.0,-492993442.2103882,153070395.0,-9334395.0,1.0150215497610728,1.0146847179445984,0.9320643426564388,2018-02-12
2018-02-13,263.9700012207031,266.6199951171875,263.30999755859375,266.0,244.223388671875,81223600,SPY,265.30999755859375,264.4036861875999,244.7191551003309,248.0834225674256,249.7678589211825,-5.0487038208515855,43.6781178377901,43.622448128806305,0.05566970898379253,253.16464614868164,265.3399963378906,3.30999755859375,1.279998779296875,2.029998779296875,3.30999755859375,8.344288417271205,278.59642900739397,244.1042752947126,0,50.64062197386062,20.59084245826284,17.22657499116815,15.542138637411256,0.60589599609375,-62512400.0,-37876012.86621094,151803820.0,-70580220.0,1.0146847179445984,1.002487079188932,0.944065943308941,2018-02-13
2018-02-14,264.30999755859375,270.0,264.29998779296875,269.5899963378906,247.51947021484375,120735700,SPY,267.9633280436198,266.18350711643865,245.4193276576682,248.0073278275987,249.55222574288635,-4.132898085218159,48.50852851537965,44.281732577372885,4.226795938006767,252.70465774536132,266.0,5.70001220703125,4.0,1.70001220703125,5.70001220703125,7.367146083286831,278.59642900739397,248.7321286882673,0,55.571640121162744,22.54400038595162,19.956000216021124,18.41110230073346,3.29608154296875,39512100.0,130235103.53393555,152177665.0,-31441965.0,1.002487079188932,1.013496174796744,0.9563319250990736,2018-02-14
2018-02-15,271.57000732421875,273.0400085449219,268.7699890136719,273.0299987792969,250.67791748046875,111200300,SPY,271.6133321126302,268.8984196151665,246.73410718616125,248.3670987141452,249.65964919214392,-2.9255420059826633,52.69523178116055,45.4151646882372,7.280067092923353,252.42416763305664,269.5899963378906,4.27001953125,3.45001220703125,0.82000732421875,4.27001953125,6.405720302036831,278.59642900739397,254.8906980242048,0,61.93440375304917,24.879224926468936,23.246233398485003,21.953682920486273,3.158447265625,-9535400.0,-30117058.056640625,152701280.0,-41500980.0,1.013496174796744,1.0127603992642822,0.9696359804666054,2018-02-15
2018-02-16,272.32000732421875,275.32000732421875,272.2699890136719,273.1099853515625,250.7513427734375,160420100,SPY,273.56666056315106,271.2325400894305,247.73849175262984,248.6878508356211,249.76335949315825,-2.024867740528407,52.791330010292874,46.407479491826855,6.383850518466019,252.08904953002929,273.0299987792969,3.050018310546875,2.290008544921875,0.760009765625,3.050018310546875,6.158580235072544,278.59642900739397,258.3985475812639,0,67.50791818688225,25.82816881052122,24.878809727529955,23.803301069992813,0.07342529296875,49219800.0,3613978.2348632812,153676280.0,6743820.0,1.0127603992642822,1.0002929069050308,0.9915047271815003,2018-02-16
2018-02-20,272.0299987792969,273.6700134277344,270.5,271.3999938964844,249.18133544921875,86369700,SPY,271.85666910807294,271.54460459876987,248.09922305971543,248.75415992927194,249.70829276636647,-1.6090697066510415,50.43216275018803,46.94827264269742,3.483890107490609,251.5707633972168,273.1099853515625,3.170013427734375,0.560028076171875,2.6099853515625,3.170013427734375,5.100008283342634,278.59642900739397,259.3349860055106,0,68.07213804095574,23.757446048357508,23.102509178801,22.148376341706467,-1.57000732421875,-74050400.0,116259670.36132812,153428645.0,-67058945.0,1.0002929069050308,0.9937387879687755,1.0283029150853358,2018-02-20
2018-02-21,271.8999938964844,274.7200012207031,269.94000244140625,270.04998779296875,247.94178771972656,98883700,SPY,271.5699971516927,271.55730087523165,248.05986255668438,248.64511513695157,249.54177605056748,-1.4819134938830985,48.58606736758008,47.16811397101926,1.4179533965608186,250.96295776367188,271.3999938964844,4.779998779296875,3.32000732421875,1.459991455078125,4.779998779296875,4.255724225725446,278.59642900739397,261.69069126674106,0,68.42514888149151,23.51013459500831,22.924882014741115,22.02822110112521,-1.2395477294921875,12514000.0,-15511700.286865234,153518595.0,-54634895.0,0.9937387879687755,0.9950255193581913,1.003418230442975,2018-02-21
2018-02-22,271.1000061035156,273.04998779296875,269.6400146484375,270.3999938964844,248.26324462890625,110511300,SPY,271.0299987792969,271.2936498272604,248.11070969085375,248.5939025505262,249.4216602739288,-1.310950583075055,49.10636779638917,47.428052849394994,1.6783149469941776,250.37627258300782,270.04998779296875,3.40997314453125,3.0,0.40997314453125,3.40997314453125,3.955718994140625,278.59642900739397,261.45570373535156,0,67.75467696647252,22.919289088443122,22.43609622877068,21.608338505368067,0.3214569091796875,11627600.0,3737772.3571777344,152303355.0,-41792055.0,0.9950255193581913,1.0012965015382687,1.0101992988785298,2018-02-22
2018-02-23,271.7900085449219,274.7099914550781,271.25,274.7099914550781,252.22030639648438,92766400,SPY,273.55666097005206,272.42515539866446,249.13813335881366,249.07986158776416,249.68379149524395,-0.5456581364302906,55.12640251398462,48.45967611868278,6.666726395301843,249.98193359375,270.3999938964844,3.459991455078125,4.30999755859375,0.850006103515625,4.30999755859375,4.098576136997768,278.59642900739397,262.73355538504467,0,69.37367975417163,24.418527611238403,24.476799382287908,23.872869474808112,3.957061767578125,-17744900.0,-70217665.35949707,152712310.0,-59945910.0,1.0012965015382687,1.015938975475379,1.0662964471987633,2018-02-23
2018-02-26,275.92999267578125,278.010009765625,275.260009765625,277.8999938964844,255.14918518066406,86491400,SPY,277.0566711425781,274.74091327062973,250.6409231817142,249.8926394240097,250.19429367244726,0.446629509266927,58.99281966910787,49.87022961657065,9.12259005253722,249.5834648132324,274.7099914550781,2.75,3.300018310546875,0.550018310546875,3.300018310546875,3.7557198660714284,278.59642900739397,267.24571010044644,0,73.49488353371805,26.41574796086394,27.164031718568424,26.862377470130866,2.9288787841796875,-6275000.0,-18378714.37072754,151649725.0,-65158325.0,1.015938975475379,1.011612382944201,1.0627150626797903,2018-02-26
2018-02-27,278.1099853515625,278.9200134277344,274.3599853515625,274.42999267578125,251.9632568359375,99099200,SPY,275.90333048502606,275.322121877829,250.9715110280498,250.16976624983275,250.3591143772864,0.6123966507634009,53.58434232553558,50.36731819500885,3.217024130526731,249.11292190551757,277.8999938964844,4.560028076171875,1.02001953125,3.540008544921875,4.560028076171875,3.797149658203125,278.59642900739397,267.1471252441406,0,74.465973978318,24.931819456976257,25.733564235193313,25.544216107739658,-3.1859283447265625,12607800.0,-40167547.384643555,152098770.0,-52999570.0,1.011612382944201,0.987513468473471,1.0342576555915188,2018-02-27
2018-02-28,275.67999267578125,276.19000244140625,271.2900085449219,271.6499938964844,249.410888671875,121907800,SPY,273.0433349609375,274.1827284193822,250.58135151533372,250.06825097230256,250.27096437240638,0.3103871429273397,49.65658449470464,50.2722431381985,-0.6156586434938589,248.64880905151367,274.42999267578125,4.899993896484375,1.760009765625,3.139984130859375,4.899993896484375,4.061431884765625,278.59642900739397,263.58642578125,0,71.62761839810398,22.461983445603778,22.975083988634935,22.772370588531118,-2.5523681640625,22808600.0,-58215944.50683594,151604340.0,-29696540.0,0.987513468473471,0.9898700778989992,1.0212407993690138,2018-02-28
2018-03-01,271.4100036621094,273.1700134277344,266.0,267.70001220703125,245.78424072265625,176855100,SPY,268.95667521158856,271.5697018154842,249.38206477161742,249.49542795883994,249.85471958731983,-0.47265481570241263,44.64861625568419,49.520297482210125,-4.871681226525936,247.9969352722168,271.6499938964844,7.170013427734375,1.52001953125,5.649993896484375,7.170013427734375,4.632860456194196,278.59642900739397,258.0028555733817,0,65.9768931286755,19.57461043997114,19.46124725274862,19.101955624268726,-3.62664794921875,54947300.0,-199274512.86010742,155028855.0,21826245.0,0.9898700778989992,0.9854591434699149,0.9929895232456608,2018-03-01
2018-03-02,265.79998779296875,269.7200012207031,264.82000732421875,269.0799865722656,247.05126953125,139083200,SPY,267.8733317057292,269.7215167606063,248.7993626652793,249.16873863281103,249.59512013490902,-0.7957574696297343,46.67212359998781,49.13960693633833,-2.4674833363505186,247.4231056213379,267.70001220703125,4.899993896484375,2.019989013671875,2.8800048828125,4.899993896484375,4.650002615792411,278.59642900739397,255.6449977329799,0,61.60132884881946,19.073969040449896,18.704593072918158,18.27821157082016,1.26702880859375,-37771900.0,-47858085.455322266,157477890.0,-18394690.0,0.9854591434699149,1.0051550449486444,0.9855326389110388,2018-03-02
2018-03-05,267.7300109863281,272.8900146484375,267.6099853515625,272.19000244140625,249.9066619873047,97307400,SPY,270.89666748046875,270.3090921205376,249.07618867025369,249.267338072868,249.62392020983472,-0.5477315395810365,51.01799492292216,49.390592357194166,1.6274025657279978,247.2734489440918,269.0799865722656,5.280029296875,3.810028076171875,1.470001220703125,5.280029296875,4.917153494698661,278.59642900739397,257.95711626325334,0,62.959829408656475,21.820478810215064,21.62932940760075,21.272747270634028,2.8553924560546875,-41775800.0,-119286304.16564941,153684520.0,-56377120.0,1.0051550449486444,1.0115578942843422,0.9966314007462923,2018-03-05
2018-03-06,273.29998779296875,273.3900146484375,271.17999267578125,272.8800048828125,250.54013061523438,79213200,SPY,272.48333740234375,271.3962147614407,249.44217532105608,249.43735706621206,249.70848829308176,-0.2663129720256734,51.953462323490854,49.73293924974534,2.220523073745511,247.68431091308594,272.19000244140625,2.21002197265625,1.20001220703125,1.010009765625,2.21002197265625,4.617156982421875,278.59642900739397,260.7421112060547,0,65.60062360397222,23.041162081287666,23.04598033613169,22.774849109261993,0.6334686279296875,-18094200.0,-11462108.047485352,142911090.0,-63697890.0,1.0115578942843422,1.0025348208922973,1.0054530374980375,2018-03-06
2018-03-07,270.4200134277344,273.17999267578125,270.20001220703125,272.7799987792969,250.44837951660156,87063500,SPY,272.05333455403644,271.72477465773864,249.69372697026412,249.5723757038649,249.776686760822,-0.08295979055787939,51.799155325748124,50.00887543649457,1.7902798892535543,247.85187225341798,272.8800048828125,2.97998046875,0.29998779296875,2.67999267578125,2.97998046875,4.571437290736607,278.59642900739397,260.2614092145647,0,66.13153453826484,22.359607583772316,22.480958850171533,22.276647793214437,-0.0917510986328125,7850300.0,-720273.649597168,129512925.0,-42449425.0,1.0025348208922973,0.9996337868172755,1.0101095979823638,2018-03-07
2018-03-08,273.54998779296875,274.239990234375,272.4200134277344,274.1000061035156,251.66030883789062,66901200,SPY,273.586669921875,272.6557222898068,250.18537331714697,249.85115266920658,249.95008779100806,0.23528552613890952,53.75306630031899,50.50879286663972,3.2442734336792682,248.14705276489258,272.7799987792969,1.819976806640625,1.459991455078125,0.3599853515625,1.819976806640625,4.180001395089286,278.59642900739397,262.87999834333147,0,67.98055309205881,23.40129660472803,23.735517252668416,23.63658213086694,1.2119293212890625,-20162300.0,-24435282.554626465,124489180.0,-57587980.0,0.9996337868172755,1.0048390383823933,1.013683315120054,2018-03-08
